Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
single,1st phase - special contingent (Madeira Island),first choice,Veterinary Nursing,daytime,Secondary education,150.0,Portuguese,Higher education - degree,Higher education - degree,153.5,1,0,0,1,female,0,19,0,0,6,6,11.7,0,6,2,10.5,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,135.8,1,0,0,1,female,1,19,0,0,6,6,13.0,0,6,6,13.0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,138.0,Portuguese,Higher education - degree,Higher education - degree,127.5,1,0,0,1,female,1,18,0,0,7,7,14.48571429,0,8,8,14.58888889,16.2,0.3,-0.92,Graduate
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,151.6,0,0,0,1,female,0,24,0,0,5,5,12.28571429,0,5,5,12.125,16.2,0.3,-0.92,Enrolled
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,121.4,0,0,1,1,female,0,28,0,0,7,4,13.375,0,7,5,13.5,13.9,-0.3,0.79,Enrolled
single,Transfer,first choice,Nursing,daytime,Secondary education,133.0,Portuguese,Secondary education,Secondary education,100.0,0,0,0,1,female,0,20,0,1,8,7,11.57142857,1,8,7,11.57142857,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,last choice,Nursing,daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,131.5,1,0,0,1,female,1,19,0,0,8,7,12.65714286,0,8,7,12.65714286,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,first choice,Management,daytime,Secondary education,117.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,109.3,0,0,0,0,female,0,22,0,0,5,1,10.4,0,5,5,10.2,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,145.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,127.9,1,0,0,1,female,0,19,0,0,6,6,13.71428571,0,6,6,13.16666667,12.7,3.7,-1.7,Graduate
single,Holders of other higher courses,first choice,Social Service,daytime,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,140.0,1,0,0,1,female,0,36,0,10,14,13,13.07142857,4,11,11,13.0,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,160.0,0,0,0,1,female,1,19,0,0,6,6,15.33333333,0,6,6,14.0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,first choice,Social Service,daytime,Secondary education,125.0,Portuguese,Higher education - master,Higher education - degree,119.8,0,0,0,1,female,0,18,0,0,6,5,11.57142857,0,6,6,12.14285714,16.2,0.3,-0.92,Graduate
divorced,Change of course,intermediate choice,Management (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,153.0,0,0,0,0,female,0,40,0,0,5,1,11.0,0,5,1,11.4,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,139.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,125.0,1,0,0,1,female,1,19,0,0,7,6,12.9,0,7,6,12.9,7.6,2.6,0.32,Graduate
divorced,Change of course,first choice,Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,103.7,0,0,0,1,female,0,38,0,1,8,5,13.126,1,8,5,13.126,10.8,1.4,1.74,Enrolled
single,Holders of other higher courses,first choice,Veterinary Nursing,daytime,Higher education - degree,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,120.0,0,0,0,1,female,0,32,0,4,10,3,11.9,3,9,2,10.1,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,first choice,Basic Education,daytime,Secondary education,160.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,146.0,1,0,0,1,female,0,19,0,0,6,3,10.33333333,0,6,5,11.8,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,120.0,Portuguese,Higher education - degree,Secondary education,116.9,1,0,0,1,female,0,19,0,0,6,6,13.5,0,6,6,13.42857143,8.9,1.4,3.51,Graduate
married,Over 23 years old,first choice,Management,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,117.9,0,0,0,1,female,0,35,0,0,1,4,12.1,0,5,1,11.2,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,124.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,128.6,1,0,0,1,female,0,20,0,0,5,4,12.0,0,4,2,11.5,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,first choice,Basic Education,daytime,Secondary education,150.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,135.0,0,0,0,1,female,0,29,0,2,8,7,11.14285714,2,8,8,11.375,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,124.6,0,0,0,1,female,0,29,0,0,5,5,11.4,0,5,4,10.25,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,124.0,1,0,0,1,female,1,19,0,0,8,7,12.77142857,0,8,7,12.77142857,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,last choice,Nursing,daytime,Secondary education,143.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,129.5,1,0,0,1,female,1,18,0,0,8,7,13.79857143,0,8,7,13.79857143,10.8,1.4,1.74,Graduate
married,Over 23 years old,first choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv,100.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,111.3,0,0,1,0,female,0,25,0,0,6,6,13.33333333,0,6,6,13.5,7.6,2.6,0.32,Graduate
divorced,Over 23 years old,first choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,95.0,0,0,1,0,female,0,50,0,0,6,5,11.2,0,5,4,10.4,8.9,1.4,3.51,Dropout
married,1st phase - general contingent,first choice,Management,daytime,Secondary education,133.1,Portuguese,,,131.8,0,0,0,1,female,0,24,0,14,15,11,10.8,13,14,10,12.4,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,132.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,119.1,0,0,0,1,female,0,18,0,0,5,5,11.1,0,5,3,10.4,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,125.4,1,0,0,1,female,0,20,0,0,6,6,15.69230769,0,6,5,14.42857143,15.5,2.8,-4.06,Graduate
single,1st phase - special contingent (Madeira Island),first choice,Agronomy,daytime,Secondary education,147.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,140.7,1,0,1,1,female,1,20,0,13,18,18,15.05263158,11,13,13,14.53846154,15.5,2.8,-4.06,Graduate
single,Change of course,first choice,Management (evening attendance),evening,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,131.9,0,0,0,1,female,0,21,0,6,10,4,11.6,5,10,9,11.0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,first choice,Social Service,daytime,Secondary education,160.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Secondary education,124.0,0,0,1,1,male,0,28,0,2,8,7,11.0,0,6,1,10.0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,first choice,Tourism,daytime,Secondary education,135.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,139.2,0,0,0,1,male,1,19,0,0,6,6,13.0,0,6,6,13.16666667,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,133.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,121.8,0,0,0,1,male,1,18,0,0,8,8,12.93875,0,8,8,12.93875,9.4,-0.8,-3.12,Graduate
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,0,0,1,male,0,25,0,0,6,4,10.8,0,6,4,10.6,15.5,2.8,-4.06,Dropout
married,Over 23 years old,first choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,130.1,0,0,0,0,male,0,37,0,0,7,5,10.1,0,7,4,10.9,11.1,0.6,2.02,Dropout
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,124.5,0,0,0,0,male,0,38,0,0,7,1,9.8,0,7,4,10.0,11.1,0.6,2.02,Dropout
married,Over 23 years old,first choice,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,162.3,0,0,0,1,male,0,36,0,0,6,2,10.5,0,6,1,10.8,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,149.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,137.8,1,0,0,1,male,0,18,0,0,8,7,13.0,0,8,7,13.0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Secondary education,Secondary education,119.5,0,0,0,0,male,0,19,0,0,5,3,10.1,0,6,1,10.1,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,first choice,Equinculture,daytime,Secondary education,150.0,Portuguese,Secondary education,Secondary education,110.0,0,0,1,1,male,0,24,0,0,5,2,11.4,0,5,2,11.8,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,106.0,Portuguese,Secondary education,Secondary education,105.0,0,0,0,1,male,0,20,0,0,6,5,11.0,0,6,5,12.16666667,11.1,0.6,2.02,Graduate
married,Change of course,intermediate choice,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,128.2,1,0,0,1,male,0,32,0,0,5,1,11.5,0,5,5,11.0,7.6,2.6,0.32,Dropout
married,Over 23 years old,first choice,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,120.0,0,0,0,1,male,0,39,0,0,5,1,10.2,0,5,1,11.9,12.7,3.7,-1.7,Dropout
single,Holders of other higher courses,first choice,Informatics Engineering,daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,0,0,0,male,0,33,0,0,5,3,10.0,0,5,1,10.7,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,intermediate choice,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,121.7,0,0,0,1,male,1,20,0,0,5,5,12.4,0,5,4,10.75,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,first choice,Agronomy,daytime,Secondary education,124.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,116.0,0,0,0,1,male,0,19,0,0,6,6,15.5,0,6,6,14.1,16.2,0.3,-0.92,Graduate
married,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,133.2,0,0,0,0,male,0,43,0,0,5,4,10.3,0,5,4,10.2,13.9,-0.3,0.79,Dropout
married,Change of course,first choice,Management (evening attendance),evening,Secondary education,114.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,116.7,0,0,0,1,male,0,49,0,0,5,4,11.1,0,5,4,11.0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,126.4,1,0,0,1,male,1,18,0,0,6,6,12.66666667,0,6,6,13.5,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,122.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.3,1,0,0,1,male,1,19,0,0,5,2,10.2,0,5,3,10.5,8.9,1.4,3.51,Dropout
single,Over 23 years old,first choice,Communication Design,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,118.0,0,0,1,1,male,1,45,0,0,6,2,11.9,0,6,6,10.1,16.2,0.3,-0.92,Dropout
single,International student (bachelor),first choice,Advertising and Marketing Management,daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th year of schooling,149.5,1,0,0,0,male,0,19,0,0,6,6,13.0,0,6,6,13.0,13.9,-0.3,0.79,Graduate
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Secondary education,Higher education - degree,130.0,0,0,0,1,male,1,21,0,0,6,6,11.71428571,0,6,4,11.75,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,Secondary education,Secondary education,126.3,0,0,0,1,male,1,18,0,0,6,6,12.16666667,0,6,5,13.0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,116.2,0,0,0,1,male,0,18,0,0,5,5,10.5,0,5,3,11.2,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,126.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,126.0,0,0,0,0,male,0,29,0,0,6,4,10.9,0,6,1,11.2,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,Secondary education,Secondary education,122.3,0,0,0,1,male,0,19,0,0,5,5,11.5,0,5,5,11.6,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,119.5,1,0,0,1,male,1,18,0,0,5,4,11.25,0,5,4,12.25,12.4,0.5,1.79,Enrolled
single,Technological specialization diploma holders,first choice,Communication Design,daytime,Technological specialization course,130.0,Portuguese,Secondary education,Secondary education,131.8,0,0,0,1,male,1,22,0,2,7,7,12.28571429,5,9,8,12.375,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,last choice,Nursing,daytime,Secondary education,140.0,Portuguese,Secondary education,Secondary education,130.7,1,0,0,1,male,1,18,0,0,7,6,10.9,0,8,7,10.1,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,first choice,Equinculture,daytime,Technological specialization course,140.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,140.0,0,0,0,1,male,0,20,0,2,6,5,12.4,1,6,2,15.0,13.9,-0.3,0.79,Enrolled
divorced,Over 23 years old,first choice,Advertising and Marketing Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,0,1,1,male,1,29,0,0,6,2,11.1,0,6,4,10.0,11.1,0.6,2.02,Dropout
single,Over 23 years old,first choice,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,7th Year (Old),7th Year (Old),114.0,1,0,0,1,male,0,29,0,0,5,3,10.5,0,5,2,12.0,7.6,2.6,0.32,Dropout
single,Change of course,first choice,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary education,Secondary education,121.0,1,0,0,1,male,0,23,0,0,6,1,13.0,0,6,4,11.25,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,136.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,121.7,1,0,0,1,male,0,18,0,0,5,1,10.6,0,5,1,11.2,7.6,2.6,0.32,Dropout
married,Transfer,first choice,Tourism,daytime,Secondary education,136.0,Portuguese,Higher education - bachelor degree,Higher education - bachelor degree,130.0,1,0,0,1,male,0,22,0,2,6,2,11.9,2,6,1,10.9,7.6,2.6,0.32,Dropout
single,Change of course,first choice,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,120.0,1,0,1,1,male,0,34,0,6,10,9,11.6,4,10,9,10.8,10.8,1.4,1.74,Dropout
single,Change of course,first choice,Management (evening attendance),evening,Higher education - master,160.0,Portuguese,Higher education - degree,Higher education - degree,125.0,0,0,0,1,male,0,26,0,0,5,5,12.6,0,5,5,13.71428571,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,first choice,Animation and Multimedia Design,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,134.1,1,0,0,1,male,0,24,0,12,17,11,11.2,12,17,13,11.9,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,146.0,Portuguese,Secondary education,Secondary education,149.5,1,0,0,1,male,1,17,0,0,6,6,14.875,0,6,6,13.42857143,11.1,0.6,2.02,Graduate
single,Change of course,intermediate choice,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,Higher education - degree,Higher education - degree,113.2,0,0,0,1,male,0,21,0,0,5,2,10.0,0,5,3,10.33333333,9.4,-0.8,-3.12,Enrolled
married,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,150.0,Portuguese,Secondary education,Higher education - master,146.0,0,0,0,1,male,0,34,0,0,5,5,14.2,0,5,5,14.6,12.7,3.7,-1.7,Enrolled
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,140.0,1,0,0,1,male,0,19,0,0,6,6,12.71428571,0,6,6,13.5,12.4,0.5,1.79,Graduate
married,Over 23 years old,first choice,Agronomy,daytime,Secondary education,111.0,Portuguese,Secondary education,Higher education - degree,162.4,0,0,1,0,male,0,49,0,4,12,11,11.9,2,7,5,12.0,8.9,1.4,3.51,Dropout
single,Change of course,first choice,Nursing,daytime,Secondary education,120.0,Portuguese,Higher education - bachelor degree,Higher education - master,136.6,0,0,0,1,male,0,23,0,0,7,2,9.8,0,7,5,11.1,13.9,-0.3,0.79,Dropout
single,3rd phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,111.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,111.0,1,0,0,1,male,0,18,0,0,5,5,10.7,0,5,5,10.9,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,118.0,Portuguese,Other - 11th year of schooling,Secondary education,115.7,0,0,0,1,male,0,20,0,0,7,5,12.7,0,8,7,13.475,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,intermediate choice,Advertising and Marketing Management,daytime,Secondary education,106.0,Portuguese,Higher education - degree,Secondary education,105.7,1,0,0,1,male,0,19,0,0,6,6,13.33333333,0,6,5,13.8,8.9,1.4,3.51,Graduate
single,Transfer,first choice,Agronomy,daytime,Technological specialization course,120.0,Portuguese,Higher education - degree,Secondary education,128.2,1,0,0,1,male,0,24,0,4,9,8,13.33333333,5,10,9,13.11111111,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,151.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,137.0,1,0,0,1,male,0,18,0,0,5,5,13.4,0,5,5,15.0,8.9,1.4,3.51,Graduate
married,Over 23 years old,first choice,Tourism,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,,,120.0,0,0,1,0,male,0,45,0,0,6,2,10.4,0,6,5,11.6,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,120.0,Portuguese,,,120.5,1,0,0,1,male,0,30,0,0,5,1,10.6,0,5,3,10.8,7.6,2.6,0.32,Dropout
single,Change of institution/course,first choice,Management (evening attendance),evening,Technological specialization course,120.0,Portuguese,Secondary education,Higher education - master,118.1,0,0,0,1,male,0,28,0,13,15,13,10.9,9,13,10,12.4,8.9,1.4,3.51,Dropout
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,139.0,0,0,0,1,male,0,40,0,0,5,4,10.9,0,5,5,10.8,12.7,3.7,-1.7,Dropout
single,Over 23 years old,intermediate choice,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,116.3,0,0,0,0,male,0,32,0,0,5,3,11.3,0,5,2,10.8,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,intermediate choice,Tourism,daytime,Secondary education,118.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,120.5,1,0,0,1,male,0,19,0,0,6,1,11.6,0,6,4,11.5,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,first choice,Communication Design,daytime,Secondary education,139.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,134.9,1,0,0,1,male,0,20,0,0,6,6,13.66666667,0,6,6,12.16666667,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,130.0,Portuguese,Secondary education,Higher education - degree,123.0,0,0,0,1,male,0,18,0,0,5,5,11.6,0,5,2,11.9,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,132.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,122.9,0,0,0,0,male,0,20,0,0,6,4,10.3,0,6,5,10.8,10.8,1.4,1.74,Dropout
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,140.0,0,0,0,1,male,0,39,0,0,5,4,12.25,0,5,4,12.75,15.5,2.8,-4.06,Enrolled
single,2nd phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,122.5,0,0,0,0,male,0,19,0,0,6,5,13.6,0,6,5,13.66666667,11.1,0.6,2.02,Enrolled
single,Over 23 years old,first choice,Management (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,121.5,0,0,0,1,male,0,38,0,0,5,2,10.5,0,5,3,11.33333333,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,156.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,132.3,1,0,0,1,male,1,18,0,0,7,6,13.26666667,0,7,6,13.26666667,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,143.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,131.5,1,0,0,1,male,1,18,0,0,7,7,12.5125,0,8,8,14.1875,13.9,-0.3,0.79,Graduate
married,Change of course,first choice,Equinculture,daytime,12th year of schooling - not completed,133.1,Portuguese,,,128.2,0,0,0,1,male,0,28,0,0,5,2,11.7,0,5,4,10.6,7.6,2.6,0.32,Dropout
single,Over 23 years old,first choice,Advertising and Marketing Management,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,148.0,1,0,0,0,male,0,31,0,0,6,5,10.4,0,6,3,11.8,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,127.0,Portuguese,Higher education - bachelor degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,121.5,0,0,0,1,male,0,23,0,0,7,6,13.48333333,0,7,6,13.48333333,7.6,2.6,0.32,Graduate
